# Constructed from biom file
#OTU ID	M.02.c.S52	M.1.b.S33	M.min.b.S16	M.2.c.S35	M.01.a.S22	M.02.b.S59	M.01.c.S3	M.005.b.S39	S.02.a.S32	M.05.c.S36	M.005.c.S47	M.min.a.S30	S.005.c.S15	M.min.c.S48	M.05.a.S44	M.2.a.S38	M.005.a.S53	neg2	S.005.a.S41	neg1	S.01.b.S9	S.01.c.S25	M.1.c.S31	M.1.a.S40	M.02.a.S29	M.05.b.S19	S.01.a.S45	M.01.b.S60	M.2.b.S50	S.005.b.S5	S.02.b.S61	S.2.b.S20	S.05.c.S54	S.min.a.S21	S.1.b.S49	S.min.b.S4	S.1.a.S7	S.min.c.S10	S.2.c.S55	S.05.b.S24	S.05.a.S51	S.02.c.S2	S.1.c.S14	S.2.a.S18
169efcb742e212a9cb21070c1a815afe	172.0	276.0	184.0	237.0	165.0	377.0	186.0	132.0	194.0	205.0	311.0	107.0	123.0	158.0	266.0	285.0	297.0	5.0	160.0	0.0	206.0	205.0	273.0	232.0	475.0	240.0	198.0	555.0	281.0	147.0	225.0	180.0	123.0	102.0	203.0	157.0	283.0	118.0	143.0	163.0	189.0	402.0	247.0	148.0
6e3da7e0ba7dd9d9025fe19e0fbe1297	169.0	605.0	361.0	440.0	592.0	263.0	699.0	621.0	0.0	490.0	453.0	631.0	0.0	633.0	631.0	1446.0	441.0	5.0	0.0	2.0	0.0	0.0	893.0	762.0	274.0	759.0	0.0	540.0	1608.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
61a6a28b3d3d89c65c44c1577505e0fe	165.0	174.0	199.0	161.0	256.0	263.0	197.0	230.0	0.0	232.0	267.0	155.0	0.0	127.0	183.0	150.0	299.0	2.0	0.0	0.0	0.0	0.0	242.0	247.0	234.0	245.0	0.0	372.0	181.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f0739fa4c615e0fb302050fbc27e0b3e	165.0	194.0	303.0	194.0	170.0	370.0	187.0	161.0	130.0	183.0	256.0	255.0	121.0	265.0	238.0	243.0	404.0	6.0	92.0	0.0	161.0	125.0	248.0	275.0	486.0	384.0	57.0	350.0	463.0	177.0	210.0	90.0	64.0	127.0	297.0	129.0	149.0	141.0	84.0	147.0	104.0	242.0	285.0	51.0
8ec660c61f326b97237439fc6dbdc348	154.0	180.0	304.0	146.0	286.0	259.0	307.0	323.0	0.0	203.0	311.0	407.0	0.0	455.0	169.0	138.0	307.0	0.0	0.0	2.0	0.0	0.0	215.0	234.0	242.0	229.0	0.0	370.0	186.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e90b3e93c3dc646d840997ff28156112	153.0	426.0	341.0	62.0	559.0	496.0	533.0	331.0	0.0	364.0	561.0	286.0	9.0	339.0	437.0	509.0	574.0	4.0	52.0	4.0	11.0	41.0	1324.0	398.0	341.0	549.0	17.0	568.0	1502.0	49.0	0.0	0.0	0.0	6.0	0.0	21.0	0.0	29.0	0.0	0.0	0.0	8.0	0.0	1.0
91e1b047699cc5b3e41fe59723bbf117	146.0	117.0	202.0	91.0	282.0	220.0	292.0	299.0	221.0	148.0	239.0	263.0	95.0	259.0	161.0	155.0	285.0	0.0	134.0	0.0	183.0	180.0	135.0	161.0	200.0	151.0	197.0	327.0	235.0	180.0	235.0	141.0	155.0	77.0	202.0	143.0	167.0	102.0	181.0	205.0	271.0	244.0	214.0	157.0
c0585fde5a60ed28adad5ae144f99599	144.0	284.0	131.0	209.0	199.0	211.0	140.0	220.0	629.0	247.0	201.0	87.0	554.0	151.0	229.0	228.0	274.0	6.0	559.0	3.0	652.0	745.0	276.0	332.0	339.0	247.0	686.0	264.0	278.0	744.0	763.0	446.0	747.0	481.0	505.0	582.0	667.0	572.0	522.0	944.0	990.0	812.0	753.0	541.0
dcad253037c2b88a92b625caed5cfa6b	144.0	547.0	154.0	532.0	236.0	287.0	360.0	136.0	1.0	297.0	277.0	93.0	3.0	172.0	443.0	916.0	308.0	3.0	0.0	0.0	0.0	0.0	572.0	532.0	256.0	547.0	0.0	544.0	985.0	5.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
594a5bc9152924dff903dcee376dd943	142.0	11.0	24.0	10.0	12.0	77.0	28.0	60.0	0.0	49.0	15.0	42.0	0.0	35.0	12.0	9.0	19.0	0.0	0.0	0.0	0.0	0.0	23.0	6.0	208.0	6.0	0.0	73.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ce0fc09fccff7e4091dac1a7735f010f	142.0	280.0	163.0	352.0	216.0	349.0	241.0	173.0	80.0	320.0	213.0	86.0	57.0	127.0	350.0	393.0	231.0	2.0	61.0	2.0	101.0	114.0	313.0	312.0	341.0	327.0	88.0	304.0	374.0	90.0	103.0	116.0	90.0	75.0	113.0	83.0	111.0	34.0	199.0	176.0	112.0	94.0	101.0	102.0
7fcc235bacb9a38b03f2b04bca258502	141.0	257.0	176.0	292.0	288.0	286.0	247.0	206.0	0.0	270.0	263.0	249.0	17.0	217.0	364.0	251.0	255.0	0.0	0.0	0.0	29.0	3.0	278.0	380.0	260.0	316.0	12.0	300.0	355.0	8.0	0.0	52.0	10.0	9.0	32.0	5.0	11.0	1.0	62.0	7.0	24.0	12.0	25.0	45.0
eb1e7d96edf812eaa8e5cc97e9aa1503	136.0	111.0	132.0	30.0	98.0	207.0	142.0	87.0	0.0	138.0	183.0	106.0	0.0	95.0	136.0	92.0	257.0	0.0	0.0	0.0	0.0	0.0	185.0	116.0	193.0	174.0	0.0	254.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
94285cd40513ed69818c1db978816ea8	134.0	208.0	266.0	155.0	241.0	214.0	242.0	351.0	0.0	223.0	294.0	511.0	0.0	463.0	283.0	207.0	233.0	0.0	0.0	3.0	0.0	0.0	318.0	323.0	267.0	331.0	0.0	207.0	242.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d3089709ed6f8d5f8d1841f633151c2d	134.0	233.0	175.0	120.0	240.0	188.0	192.0	253.0	8.0	195.0	225.0	222.0	0.0	184.0	321.0	124.0	240.0	3.0	0.0	0.0	0.0	3.0	229.0	245.0	310.0	283.0	0.0	201.0	180.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1bd99decf0d44b2241ef6afdc99694a6	132.0	269.0	145.0	330.0	214.0	157.0	207.0	184.0	3.0	207.0	219.0	202.0	3.0	172.0	269.0	384.0	180.0	2.0	7.0	0.0	7.0	9.0	317.0	281.0	285.0	298.0	4.0	201.0	479.0	13.0	11.0	30.0	0.0	2.0	20.0	0.0	12.0	4.0	7.0	9.0	13.0	4.0	2.0	16.0
b60d0d8f4679e520156472e49c50cd83	131.0	154.0	295.0	155.0	228.0	174.0	242.0	254.0	3.0	258.0	331.0	315.0	0.0	410.0	257.0	170.0	295.0	4.0	1.0	0.0	1.0	17.0	159.0	243.0	265.0	274.0	13.0	313.0	217.0	0.0	0.0	34.0	14.0	10.0	0.0	10.0	4.0	0.0	31.0	0.0	0.0	0.0	0.0	10.0
56f53ba94beb61271324dcc7a9657647	131.0	155.0	155.0	142.0	206.0	227.0	233.0	161.0	0.0	185.0	282.0	140.0	0.0	146.0	238.0	237.0	245.0	0.0	2.0	0.0	0.0	0.0	249.0	178.0	252.0	221.0	0.0	320.0	274.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	6.0
efacdfb5b9b7fa2a0f2936016568be38	128.0	88.0	211.0	249.0	123.0	171.0	139.0	113.0	56.0	173.0	242.0	152.0	30.0	123.0	195.0	107.0	252.0	0.0	25.0	2.0	35.0	90.0	171.0	281.0	397.0	173.0	41.0	415.0	91.0	74.0	75.0	23.0	50.0	78.0	103.0	155.0	167.0	84.0	54.0	86.0	124.0	127.0	152.0	102.0
307b3edd44e6d27da4614247be0df707	127.0	181.0	295.0	226.0	221.0	203.0	337.0	341.0	0.0	233.0	254.0	453.0	0.0	485.0	213.0	259.0	310.0	4.0	0.0	0.0	0.0	0.0	244.0	208.0	183.0	297.0	0.0	276.0	292.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2ae45db2185eb95e36fce67f2915c5cd	124.0	103.0	113.0	90.0	165.0	135.0	158.0	90.0	177.0	180.0	98.0	137.0	158.0	166.0	142.0	118.0	143.0	2.0	222.0	0.0	122.0	144.0	210.0	127.0	172.0	141.0	197.0	117.0	126.0	217.0	163.0	55.0	157.0	180.0	64.0	193.0	87.0	198.0	49.0	102.0	157.0	121.0	74.0	147.0
c95ec26dcbdeb1a51814958bd94e3cf7	118.0	83.0	39.0	78.0	97.0	136.0	108.0	79.0	70.0	77.0	111.0	74.0	87.0	101.0	71.0	65.0	160.0	0.0	52.0	2.0	101.0	97.0	146.0	91.0	189.0	84.0	106.0	152.0	57.0	85.0	23.0	0.0	84.0	72.0	21.0	57.0	42.0	98.0	0.0	101.0	43.0	81.0	37.0	37.0
126db1392b5d5a1461592ab4899b884e	114.0	45.0	130.0	65.0	110.0	223.0	98.0	84.0	0.0	79.0	157.0	78.0	0.0	106.0	115.0	57.0	160.0	0.0	0.0	0.0	0.0	0.0	101.0	125.0	291.0	106.0	0.0	223.0	56.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	2.0	0.0	2.0	2.0	0.0
543a47b195c85f74730869a6f1145712	111.0	134.0	215.0	67.0	176.0	210.0	185.0	213.0	0.0	136.0	160.0	216.0	0.0	255.0	126.0	133.0	178.0	0.0	0.0	0.0	0.0	0.0	120.0	131.0	94.0	123.0	0.0	200.0	91.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
53eed17aa10ec98c6b3ef92517eb7dc1	111.0	158.0	130.0	117.0	140.0	134.0	120.0	106.0	0.0	146.0	120.0	119.0	2.0	138.0	176.0	142.0	205.0	0.0	6.0	0.0	18.0	10.0	155.0	208.0	175.0	218.0	6.0	160.0	97.0	10.0	12.0	23.0	11.0	11.0	18.0	2.0	15.0	13.0	32.0	4.0	15.0	3.0	11.0	34.0
f57f1beb4e2f40b81ee2c13a1f3720a5	111.0	245.0	115.0	218.0	139.0	169.0	131.0	105.0	0.0	199.0	170.0	169.0	0.0	131.0	190.0	218.0	151.0	2.0	0.0	0.0	0.0	0.0	221.0	284.0	257.0	255.0	0.0	229.0	215.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	4.0	0.0	2.0	0.0	0.0	1.0
b9247d8b896f7d72ecf174a9c8a2c931	109.0	60.0	171.0	31.0	222.0	184.0	164.0	181.0	0.0	168.0	157.0	278.0	4.0	243.0	163.0	58.0	165.0	0.0	0.0	0.0	0.0	3.0	167.0	75.0	175.0	139.0	0.0	163.0	68.0	2.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	5.0	3.0	0.0	4.0	2.0
b3bc8aab50589cd596d458f00ce684e0	107.0	196.0	164.0	287.0	100.0	206.0	112.0	111.0	287.0	192.0	195.0	140.0	274.0	195.0	211.0	239.0	216.0	0.0	241.0	0.0	256.0	268.0	289.0	289.0	234.0	216.0	207.0	205.0	263.0	305.0	368.0	277.0	251.0	196.0	311.0	256.0	361.0	178.0	266.0	369.0	332.0	326.0	347.0	322.0
698a6dec7e68092a0c5cb7e2612ed105	106.0	48.0	290.0	24.0	124.0	178.0	101.0	77.0	69.0	49.0	250.0	134.0	137.0	136.0	70.0	37.0	292.0	2.0	101.0	0.0	115.0	87.0	31.0	32.0	209.0	48.0	134.0	271.0	22.0	143.0	69.0	86.0	81.0	188.0	58.0	169.0	37.0	230.0	46.0	114.0	63.0	76.0	54.0	43.0
f01350db60be2144ca813cdb2fbbbf87	104.0	121.0	234.0	130.0	188.0	193.0	267.0	299.0	0.0	190.0	188.0	318.0	0.0	248.0	225.0	198.0	194.0	2.0	0.0	0.0	2.0	0.0	117.0	195.0	183.0	234.0	0.0	182.0	246.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0
cba1f06245aa55bcfc8a26a0b1546dc9	104.0	59.0	143.0	121.0	163.0	142.0	143.0	230.0	0.0	131.0	216.0	235.0	2.0	260.0	131.0	199.0	140.0	0.0	0.0	0.0	0.0	0.0	117.0	172.0	144.0	132.0	0.0	121.0	271.0	1.0	2.0	2.0	2.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
259d43b4ab95d5f313331bd3ae521b93	104.0	51.0	95.0	109.0	105.0	199.0	126.0	105.0	0.0	123.0	108.0	72.0	0.0	88.0	161.0	49.0	149.0	2.0	2.0	0.0	0.0	0.0	105.0	92.0	206.0	144.0	4.0	189.0	49.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0
bd63a0de8fd8acbf9484c74abbb34ec7	101.0	62.0	141.0	38.0	203.0	204.0	230.0	295.0	0.0	155.0	166.0	248.0	1.0	269.0	140.0	30.0	267.0	2.0	0.0	0.0	0.0	1.0	86.0	124.0	201.0	132.0	0.0	170.0	55.0	2.0	0.0	3.0	1.0	0.0	0.0	0.0	1.0	2.0	6.0	1.0	2.0	0.0	0.0	2.0
c5c326f939df2cb8f87f9c1de0f4dafa	100.0	130.0	101.0	96.0	174.0	259.0	171.0	146.0	0.0	191.0	246.0	104.0	0.0	144.0	157.0	133.0	228.0	4.0	2.0	0.0	3.0	0.0	180.0	176.0	267.0	221.0	0.0	199.0	176.0	0.0	3.0	2.0	0.0	2.0	2.0	0.0	4.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0
6a62a01531798d395bf71d65afb454d0	99.0	64.0	66.0	96.0	61.0	91.0	55.0	43.0	128.0	139.0	71.0	40.0	189.0	68.0	68.0	53.0	70.0	2.0	192.0	0.0	161.0	213.0	51.0	108.0	144.0	73.0	204.0	107.0	64.0	276.0	171.0	90.0	275.0	282.0	147.0	317.0	215.0	343.0	185.0	259.0	144.0	197.0	142.0	96.0
7bc0c1ede8d01de2ca140980ceeb47cd	98.0	195.0	159.0	136.0	165.0	101.0	111.0	183.0	0.0	243.0	145.0	252.0	0.0	225.0	166.0	181.0	185.0	1.0	0.0	0.0	0.0	0.0	290.0	397.0	180.0	308.0	0.0	111.0	225.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0b7c03dd9d7fa9e70bca467c4bfc4945	97.0	66.0	73.0	79.0	82.0	170.0	78.0	67.0	0.0	78.0	123.0	31.0	0.0	53.0	150.0	97.0	121.0	2.0	1.0	0.0	4.0	0.0	120.0	83.0	203.0	132.0	0.0	151.0	82.0	5.0	0.0	2.0	0.0	0.0	0.0	5.0	5.0	2.0	0.0	1.0	3.0	0.0	0.0	6.0
42ea5bed94e7da76a975fb15b905ac9c	96.0	133.0	186.0	148.0	207.0	181.0	171.0	183.0	0.0	179.0	180.0	173.0	1.0	183.0	232.0	132.0	219.0	0.0	0.0	4.0	0.0	0.0	170.0	246.0	215.0	232.0	1.0	187.0	143.0	3.0	1.0	3.0	1.0	1.0	1.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0
96aa14ed5eda243eb551fdc6346bbedb	95.0	39.0	154.0	59.0	226.0	176.0	247.0	222.0	0.0	129.0	221.0	283.0	0.0	275.0	152.0	41.0	256.0	2.0	0.0	0.0	2.0	0.0	61.0	100.0	145.0	159.0	0.0	129.0	82.0	3.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0
f6a1312c420442a57e41d0678ecae55f	91.0	253.0	194.0	287.0	192.0	136.0	226.0	190.0	0.0	244.0	135.0	197.0	0.0	168.0	255.0	313.0	145.0	0.0	0.0	0.0	0.0	3.0	283.0	366.0	183.0	286.0	0.0	168.0	303.0	0.0	1.0	0.0	0.0	0.0	6.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	7.0
3ad69485c6780f99d4c0621d1987e107	90.0	108.0	209.0	147.0	159.0	124.0	207.0	225.0	0.0	155.0	224.0	348.0	0.0	317.0	244.0	223.0	198.0	0.0	0.0	2.0	0.0	0.0	218.0	195.0	186.0	176.0	0.0	163.0	170.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
4658a2584563f693587c7398efa586d1	90.0	160.0	91.0	161.0	112.0	84.0	143.0	171.0	94.0	146.0	134.0	168.0	100.0	136.0	212.0	188.0	172.0	0.0	129.0	0.0	170.0	105.0	224.0	224.0	190.0	233.0	142.0	161.0	242.0	161.0	137.0	183.0	136.0	94.0	127.0	129.0	123.0	109.0	175.0	126.0	160.0	127.0	158.0	118.0
c1c932a9f8c9b68a8c97b95d1d4343a0	88.0	82.0	17.0	104.0	45.0	55.0	59.0	55.0	15.0	50.0	52.0	23.0	81.0	15.0	92.0	93.0	113.0	0.0	22.0	0.0	44.0	67.0	141.0	111.0	84.0	93.0	60.0	127.0	163.0	54.0	27.0	14.0	66.0	12.0	65.0	30.0	13.0	24.0	46.0	107.0	32.0	67.0	60.0	26.0
a33c78954031b9e826ad8685b15de139	87.0	160.0	180.0	121.0	147.0	178.0	152.0	156.0	0.0	1463.0	140.0	228.0	5.0	162.0	191.0	161.0	200.0	0.0	0.0	0.0	0.0	3.0	250.0	276.0	196.0	334.0	2.0	184.0	162.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	2.0	0.0	0.0	0.0
119f3da978cda7e49cd3cc3a22686beb	85.0	371.0	214.0	446.0	237.0	164.0	254.0	262.0	2.0	263.0	199.0	247.0	0.0	296.0	356.0	489.0	162.0	4.0	0.0	0.0	0.0	8.0	431.0	466.0	157.0	469.0	0.0	246.0	531.0	11.0	0.0	59.0	0.0	7.0	0.0	19.0	11.0	0.0	67.0	0.0	6.0	0.0	17.0	83.0
a9e34665362e693aade6a6d60b9ee131	82.0	144.0	92.0	143.0	130.0	68.0	147.0	136.0	360.0	131.0	118.0	116.0	358.0	129.0	205.0	169.0	84.0	1.0	450.0	2.0	397.0	344.0	161.0	202.0	76.0	158.0	458.0	123.0	305.0	397.0	505.0	424.0	514.0	307.0	345.0	276.0	365.0	356.0	548.0	525.0	466.0	353.0	372.0	311.0
1345d9d12ba77b1b160cca80f1d86e39	80.0	166.0	95.0	73.0	114.0	140.0	103.0	95.0	8.0	118.0	91.0	90.0	4.0	71.0	195.0	110.0	166.0	0.0	5.0	0.0	13.0	16.0	153.0	144.0	145.0	212.0	12.0	187.0	142.0	7.0	22.0	23.0	17.0	4.0	11.0	5.0	13.0	2.0	34.0	12.0	3.0	8.0	10.0	10.0
d75b57968136dedbab7ad8edf12a4fc7	79.0	68.0	79.0	44.0	108.0	191.0	163.0	127.0	61.0	498.0	137.0	157.0	73.0	191.0	152.0	117.0	163.0	0.0	61.0	0.0	37.0	65.0	132.0	57.0	219.0	150.0	66.0	163.0	141.0	92.0	66.0	32.0	158.0	90.0	97.0	79.0	32.0	55.0	42.0	166.0	96.0	80.0	125.0	22.0
b38bb35640404af72a73cb08d33577f3	79.0	57.0	14.0	33.0	49.0	82.0	38.0	65.0	0.0	97.0	57.0	9.0	0.0	13.0	78.0	47.0	67.0	0.0	0.0	0.0	0.0	0.0	63.0	56.0	86.0	97.0	0.0	82.0	91.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
e71da77ea8c2e09ad90d02bfaa7d49de	78.0	167.0	218.0	270.0	117.0	217.0	96.0	66.0	0.0	113.0	206.0	104.0	16.0	130.0	180.0	213.0	187.0	2.0	0.0	0.0	0.0	0.0	130.0	1008.0	196.0	101.0	0.0	249.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
