# Constructed from biom file
#OTU ID	M.02.c.S52	M.1.b.S33	M.min.b.S16	M.2.c.S35	M.01.a.S22	M.02.b.S59	M.01.c.S3	M.005.b.S39	S.02.a.S32	M.05.c.S36	M.005.c.S47	M.min.a.S30	S.005.c.S15	M.min.c.S48	M.05.a.S44	M.2.a.S38	M.005.a.S53	neg2	S.005.a.S41	neg1	S.01.b.S9	S.01.c.S25	M.1.c.S31	M.1.a.S40	M.02.a.S29	M.05.b.S19	S.01.a.S45	M.01.b.S60	M.2.b.S50	S.005.b.S5	S.02.b.S61	S.2.b.S20	S.05.c.S54	S.min.a.S21	S.1.b.S49	S.min.b.S4	S.1.a.S7	S.min.c.S10	S.2.c.S55	S.05.b.S24	S.05.a.S51	S.02.c.S2	S.1.c.S14	S.2.a.S18
a855e0163e716010c95dc6223c568db2	6.0	11.0	5.0	1.0	10.0	1.0	0.0	7.0	0.0	7.0	6.0	8.0	0.0	0.0	7.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	7.0	6.0	0.0	0.0	19.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32a7e5d6c3300d2ce871104d27635c9b	6.0	16.0	3.0	11.0	3.0	20.0	7.0	19.0	0.0	2.0	1.0	8.0	0.0	6.0	4.0	39.0	14.0	0.0	0.0	0.0	0.0	0.0	19.0	10.0	7.0	9.0	0.0	10.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38aecc13c8f99517897ab5d737414dec	6.0	4.0	3.0	4.0	8.0	6.0	12.0	1.0	0.0	3.0	4.0	16.0	0.0	9.0	7.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	6.0	18.0	6.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
89fae0ee8a2678232aec09ca512d4196	6.0	0.0	8.0	5.0	3.0	5.0	8.0	12.0	0.0	21.0	1.0	7.0	0.0	2.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f12a8f79e26eb57e566ebc7cb40710af	6.0	0.0	6.0	0.0	0.0	0.0	13.0	0.0	0.0	4.0	5.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	12.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0	0.0	4.0	0.0
5921f3fadf333b7190b53641bcd1b3e7	6.0	0.0	0.0	4.0	5.0	17.0	2.0	1.0	0.0	0.0	8.0	3.0	0.0	5.0	17.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	7.0	10.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c9a70f97acf4e6034e8e7a20a3a73db4	6.0	5.0	0.0	0.0	5.0	5.0	6.0	0.0	0.0	0.0	1.0	2.0	0.0	8.0	5.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ed454082ac07ffabe6451be86e90da5c	6.0	0.0	1.0	6.0	0.0	2.0	6.0	5.0	0.0	3.0	8.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e83d89ba67765ae5c2518d5730fe3fab	6.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	7.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
09d1df9e8e5d2d6729d584b428041f8d	6.0	0.0	6.0	0.0	2.0	12.0	13.0	7.0	12.0	0.0	8.0	19.0	6.0	4.0	10.0	0.0	10.0	0.0	9.0	0.0	7.0	11.0	4.0	4.0	8.0	2.0	3.0	10.0	0.0	15.0	13.0	13.0	20.0	7.0	9.0	13.0	9.0	16.0	17.0	17.0	9.0	21.0	7.0	7.0
d282b61b83152755e7a3e49b0fade0e0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
917d64ba605ac846c6064769c82aa48f	6.0	8.0	16.0	11.0	7.0	9.0	3.0	6.0	0.0	5.0	11.0	8.0	0.0	6.0	12.0	2.0	7.0	0.0	0.0	0.0	0.0	0.0	2.0	12.0	20.0	0.0	0.0	6.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e78a6344b128eb4df066ea7759cf77f2	6.0	0.0	11.0	0.0	3.0	2.0	5.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	3.0	7.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
e3c2785e6bad8fe7eb352c02338ddca1	6.0	3.0	11.0	0.0	0.0	0.0	11.0	1.0	0.0	5.0	3.0	8.0	0.0	15.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
659bb000ecfed14bee04b19647a49fd5	6.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0	0.0	4.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	6.0
042768a39a071653cc367375d7f57ed1	6.0	5.0	7.0	6.0	6.0	3.0	7.0	5.0	0.0	12.0	4.0	2.0	0.0	18.0	0.0	2.0	11.0	0.0	0.0	0.0	0.0	0.0	2.0	6.0	2.0	3.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ac43690303746522f8b9875c7ead96d5	6.0	15.0	3.0	11.0	5.0	5.0	11.0	4.0	0.0	21.0	18.0	2.0	0.0	7.0	9.0	7.0	13.0	0.0	0.0	0.0	0.0	0.0	7.0	23.0	9.0	18.0	0.0	6.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
51a05fbfefb962c694ee92167b5b5877	6.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17df3334768e1719bd5027f85c46365e	6.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
88845e650e0abcc00d9dcfe317e0b65d	6.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14b4d1ae7343e2a57c99949674f720eb	6.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2.0	3.0	0.0	1.0	7.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	6.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
697e9189962d1ca3f016ea67c0a75caa	6.0	0.0	4.0	0.0	19.0	8.0	7.0	1.0	0.0	19.0	23.0	12.0	0.0	5.0	8.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	7.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39aff7eaf8aafc671af902921785c5c8	6.0	0.0	6.0	7.0	4.0	23.0	11.0	12.0	2.0	8.0	18.0	30.0	0.0	15.0	10.0	4.0	11.0	0.0	0.0	0.0	0.0	0.0	3.0	7.0	21.0	10.0	0.0	9.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35b7ed153cc564f226defe85f71f2d3a	6.0	16.0	5.0	16.0	14.0	18.0	14.0	18.0	0.0	14.0	21.0	5.0	0.0	27.0	26.0	7.0	20.0	0.0	0.0	0.0	0.0	0.0	24.0	3.0	23.0	28.0	0.0	21.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
164cd7776f4f4f49334ba313e41511b1	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71ff5257627531fe831093fa5f738052	6.0	12.0	3.0	2.0	11.0	0.0	17.0	20.0	0.0	6.0	9.0	6.0	0.0	5.0	3.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	25.0	10.0	0.0	15.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a8bc5f7288ff4efd667108e7c181ad35	6.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e113b8f1447cf9e7cdf1dd1afa413a89	6.0	0.0	1.0	0.0	0.0	13.0	11.0	4.0	0.0	0.0	18.0	8.0	0.0	0.0	7.0	2.0	17.0	0.0	0.0	0.0	0.0	0.0	3.0	5.0	23.0	7.0	0.0	20.0	11.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
de41561cb8cecd515b6c1a78aaf54526	6.0	4.0	2.0	9.0	8.0	7.0	11.0	5.0	10.0	15.0	7.0	5.0	0.0	3.0	19.0	8.0	9.0	0.0	0.0	0.0	4.0	4.0	4.0	10.0	2.0	5.0	0.0	27.0	5.0	10.0	29.0	0.0	0.0	0.0	7.0	0.0	12.0	0.0	4.0	1.0	7.0	9.0	5.0	0.0
c3e9bdbb4f844b361134a3d4aca95387	6.0	14.0	14.0	53.0	14.0	6.0	18.0	14.0	96.0	32.0	25.0	12.0	129.0	10.0	20.0	41.0	8.0	4.0	134.0	0.0	118.0	153.0	26.0	20.0	6.0	28.0	170.0	4.0	52.0	242.0	217.0	86.0	80.0	246.0	106.0	237.0	123.0	219.0	130.0	177.0	193.0	144.0	154.0	146.0
56a92f658458003bac82a95f4a5379bb	6.0	2.0	8.0	4.0	4.0	0.0	3.0	3.0	0.0	2.0	0.0	30.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	7.0	0.0	13.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1ba2b3d8bf55b2f3d7308ba0c0fac56c	6.0	0.0	0.0	0.0	3.0	10.0	7.0	3.0	0.0	3.0	9.0	3.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46bae2800ef96d3673a7ae992cc9fbc6	6.0	0.0	0.0	0.0	7.0	4.0	1.0	0.0	28.0	1.0	3.0	0.0	20.0	0.0	7.0	0.0	0.0	0.0	20.0	0.0	30.0	19.0	0.0	0.0	0.0	0.0	27.0	2.0	3.0	33.0	28.0	0.0	12.0	3.0	11.0	28.0	20.0	27.0	10.0	18.0	29.0	20.0	25.0	5.0
735c4417ace917a40a6e6afc03b13a34	6.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8cceb2f421d7e8d639b65a50fea31d7b	6.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1619968f49e84eaca261c997f74bce43	6.0	0.0	0.0	8.0	4.0	6.0	5.0	0.0	0.0	10.0	0.0	2.0	0.0	2.0	8.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	8.0	5.0	3.0	22.0	0.0	2.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0c5b9a2694974f4da4b0a4b1e7051a8a	6.0	7.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c4ef6251f3ad4a3f671b56e4014fe280	6.0	0.0	0.0	2.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	5.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c94e37e2bf4c071dfa670e58534b7ef5	6.0	4.0	0.0	18.0	0.0	4.0	5.0	0.0	0.0	4.0	0.0	0.0	0.0	6.0	7.0	12.0	6.0	0.0	0.0	0.0	0.0	0.0	9.0	12.0	0.0	0.0	0.0	6.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ac630c8dfa5f1ad774095ddc0d380cda	6.0	3.0	1.0	0.0	23.0	5.0	0.0	0.0	0.0	0.0	0.0	5.0	4.0	1.0	4.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	4.0	1.0	0.0	10.0	25.0	2.0	0.0	0.0	0.0	7.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a39d851c8f2c79a34cc74a5a4e4e03a2	6.0	0.0	3.0	0.0	0.0	4.0	2.0	3.0	0.0	0.0	11.0	4.0	0.0	7.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6a13ef622f342a2f86cb4be707f6cf9b	5.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
04a43c4ced6a902a1d3b59ec1ae16ea9	5.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
db1acaf0ccbaad6949b4e84cc0ffc019	5.0	8.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	9.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	7.0	2.0	2.0	2.0	11.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e4980f577c7f3b554b7de059735495a0	5.0	10.0	6.0	10.0	1.0	15.0	3.0	11.0	0.0	11.0	9.0	9.0	0.0	4.0	9.0	26.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	19.0	9.0	15.0	0.0	8.0	9.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38a44fdb778b8d4839ca1cd54fc5b375	5.0	9.0	5.0	4.0	10.0	8.0	3.0	8.0	0.0	8.0	18.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	5.0	8.0	3.0	0.0	5.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1bc7231cb42909b2174a66e2d22195e3	5.0	51.0	9.0	69.0	9.0	0.0	12.0	6.0	0.0	29.0	11.0	7.0	0.0	26.0	31.0	86.0	17.0	0.0	0.0	0.0	0.0	0.0	82.0	23.0	6.0	33.0	0.0	6.0	81.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0db426678740783507ca4eea6acf2874	5.0	0.0	2.0	0.0	2.0	0.0	17.0	0.0	0.0	0.0	13.0	8.0	0.0	15.0	3.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	4.0	7.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c90d9b114320e6b1d2b359fa87a8e8cb	5.0	40.0	25.0	72.0	24.0	9.0	19.0	27.0	0.0	24.0	24.0	24.0	0.0	34.0	40.0	40.0	24.0	0.0	0.0	0.0	0.0	0.0	62.0	76.0	27.0	31.0	0.0	11.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
64b7edc7e18f40ef287ba64b3ea7024a	5.0	11.0	4.0	1.0	20.0	3.0	4.0	4.0	2.0	16.0	1.0	3.0	2.0	4.0	5.0	3.0	0.0	0.0	8.0	0.0	7.0	6.0	12.0	2.0	26.0	0.0	0.0	9.0	8.0	3.0	4.0	4.0	20.0	2.0	29.0	4.0	9.0	0.0	4.0	1.0	10.0	11.0	15.0	0.0
12764f27b896d771221dd670748ffae9	5.0	1.0	0.0	0.0	2.0	2.0	2.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	12.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	12.0	0.0	6.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cd0ad36d36b8c4e0e4e168509ee92ce8	5.0	0.0	0.0	0.0	2.0	11.0	2.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	5.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	7.0
c0c4d749a262593ac79a4caaa3b67869	5.0	3.0	32.0	2.0	27.0	9.0	15.0	12.0	0.0	17.0	20.0	25.0	0.0	21.0	17.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	5.0	3.0	7.0	3.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
68dde6446c68752fb81b3e22ec3c125f	5.0	3.0	18.0	10.0	25.0	17.0	9.0	14.0	0.0	17.0	13.0	16.0	0.0	11.0	18.0	24.0	15.0	0.0	0.0	0.0	0.0	0.0	17.0	9.0	19.0	22.0	0.0	6.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68132843649312a8f2be5e3373a8e202	5.0	17.0	0.0	17.0	4.0	0.0	0.0	1.0	0.0	8.0	11.0	0.0	0.0	3.0	6.0	10.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0	10.0	0.0	7.0	0.0	3.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a3ff1687a1f26b6c60d2fbb7e96b5e5d	5.0	8.0	3.0	5.0	3.0	6.0	5.0	2.0	2.0	11.0	1.0	0.0	0.0	2.0	4.0	9.0	9.0	0.0	0.0	0.0	0.0	0.0	11.0	19.0	4.0	13.0	0.0	18.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
854c906061104f7366c6225e2aacca74	5.0	3.0	5.0	15.0	10.0	9.0	4.0	3.0	0.0	9.0	13.0	2.0	0.0	6.0	4.0	8.0	10.0	0.0	0.0	0.0	0.0	0.0	9.0	8.0	22.0	5.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f942e5d16dbcee5d90cc9de930f688a9	5.0	8.0	4.0	14.0	0.0	5.0	8.0	4.0	10.0	0.0	3.0	3.0	25.0	5.0	6.0	9.0	1.0	0.0	22.0	0.0	2.0	8.0	4.0	1.0	0.0	6.0	8.0	12.0	9.0	3.0	12.0	0.0	0.0	11.0	2.0	40.0	3.0	11.0	0.0	8.0	4.0	14.0	9.0	4.0
a76bef3fd9b6c092db044a602fc7036c	5.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65353be669a770bab4b6cfe1e6747d5c	5.0	14.0	8.0	5.0	0.0	3.0	4.0	6.0	0.0	5.0	20.0	2.0	0.0	3.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	10.0	27.0	7.0	0.0	4.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a24e4d525597e04e541ccd1f2ceb2cf1	5.0	0.0	9.0	0.0	3.0	6.0	18.0	6.0	0.0	4.0	23.0	34.0	0.0	15.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	5.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a0ce5e092c47e633e14c650af19390c6	5.0	3.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5f7438c4fc9c133d58a3d92254b5a251	5.0	0.0	2.0	5.0	3.0	0.0	1.0	10.0	0.0	3.0	0.0	5.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	7.0	2.0	1.0	0.0	1.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8b570d666f85184cf9c47cc179f8b7b3	5.0	6.0	0.0	5.0	4.0	5.0	0.0	0.0	0.0	5.0	9.0	14.0	0.0	9.0	6.0	19.0	6.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	3.0	0.0	2.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9959a80e8facf52a0320d115d847cc3e	5.0	30.0	21.0	54.0	44.0	21.0	33.0	29.0	0.0	48.0	27.0	43.0	0.0	27.0	32.0	41.0	15.0	0.0	0.0	0.0	0.0	0.0	39.0	82.0	31.0	46.0	0.0	21.0	132.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d0dbcdb1a7634c4db4ab71f1f454570b	5.0	14.0	24.0	21.0	9.0	9.0	14.0	19.0	0.0	11.0	16.0	5.0	0.0	3.0	34.0	15.0	6.0	0.0	0.0	0.0	0.0	0.0	13.0	19.0	21.0	20.0	0.0	1.0	47.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0
7037e461924f25171667a03cc4ee4c82	5.0	13.0	7.0	25.0	11.0	6.0	2.0	6.0	0.0	11.0	11.0	10.0	0.0	3.0	18.0	11.0	4.0	0.0	0.0	0.0	0.0	0.0	9.0	10.0	1.0	13.0	0.0	14.0	15.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b79e720819ddba68c662b9a290a76e5a	5.0	5.0	4.0	5.0	18.0	6.0	35.0	7.0	0.0	14.0	11.0	7.0	0.0	0.0	9.0	6.0	24.0	0.0	0.0	0.0	0.0	0.0	5.0	26.0	26.0	23.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
