OTUID	Taxon	Confidence
e85dd3c2f913d341feb3179c0c15a912	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas	0.9999839628640459
4bb9211080f09fac98854305793c6583	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.9993650396251023
9791a3b687526c560a9682156cdcc482	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae	0.9999997004347059
46f7e9b9199b9b73fe908210eed067cf	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__Ellin517; s__uncultured_bacterium	0.9093901452723874
f2dccd61ffc24f9531e3475b2392d722	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Bradyrhizobium	0.797572935390565
83f6d774086a6d8ce6d01216b51643d3	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales	0.9999713079749566
634a6866d71b8e23eefea6c3356f6613	d__Bacteria; p__Firmicutes; c__Bacilli; o__Alicyclobacillales; f__Alicyclobacillaceae; g__Tumebacillus	0.9999998502126075
ad3bc4cc0e72105be8fb3c829a242870	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micromonosporales; f__Micromonosporaceae	0.9999942910317688
975c3401bf8cb52fcce4ebfca3c2b037	d__Bacteria; p__Chloroflexi; c__KD4-96; o__KD4-96; f__KD4-96; g__KD4-96	0.9999999978328953
8c41cbbd671f8700c38a4c995590ef78	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales	0.9999968536268886
806f255666f09c62ea13b4d76f85db35	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiella; s__actinobacterium_WWH12	0.8780302138534001
b64ebededc148b2b1f07364095b82b3f	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae	0.9999109920877839
498c260bb4a4becbb22208d9ab311fe2	d__Archaea; p__Crenarchaeota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae	0.999999998116387
b5b0aa8c399a86f5a76140640cc4c839	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae	0.9999999802014202
8dac0880092e0c709a8167a95538ac96	d__Archaea; p__Crenarchaeota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus_Nitrocosmicus	0.9505377633744622
e585a6c81b068804fc552e94c5a237f5	d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Blastocatellales; f__Blastocatellaceae; g__uncultured	0.9783122262012198
169efcb742e212a9cb21070c1a815afe	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_sensu_stricto_13	0.9910130311312427
6e3da7e0ba7dd9d9025fe19e0fbe1297	d__Archaea; p__Crenarchaeota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Nitrososphaeraceae	0.9996623504855524
61a6a28b3d3d89c65c44c1577505e0fe	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__uncultured; g__uncultured	0.9992388308396788
f0739fa4c615e0fb302050fbc27e0b3e	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.9821114866669246
8ec660c61f326b97237439fc6dbdc348	d__Bacteria; p__Chloroflexi; c__KD4-96; o__KD4-96; f__KD4-96; g__KD4-96	0.9999999996923986
e90b3e93c3dc646d840997ff28156112	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Mitochondria; s__Pythium_ultimum	0.8339699285541237
91e1b047699cc5b3e41fe59723bbf117	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Gemmatales; f__Gemmataceae; g__Gemmata; s__uncultured_bacterium	0.9987499953078556
c0585fde5a60ed28adad5ae144f99599	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales; f__Geodermatophilaceae; g__Blastococcus	0.998713941736066
dcad253037c2b88a92b625caed5cfa6b	d__Archaea; p__Crenarchaeota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Nitrososphaeraceae; s__uncultured_crenarchaeote	0.7004039107464263
594a5bc9152924dff903dcee376dd943	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Niastella; s__uncultured_Niastella	0.8982006817077658
ce0fc09fccff7e4091dac1a7735f010f	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Bryobacterales; f__Bryobacteraceae; g__Bryobacter	0.9993347448312879
7fcc235bacb9a38b03f2b04bca258502	d__Bacteria; p__Myxococcota; c__bacteriap25; o__bacteriap25; f__bacteriap25; g__bacteriap25	0.9136509669659441
eb1e7d96edf812eaa8e5cc97e9aa1503	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__uncultured; s__uncultured_Gemmatimonadales	0.7043229338770817
94285cd40513ed69818c1db978816ea8	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas	0.9994994732279937
d3089709ed6f8d5f8d1841f633151c2d	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae	0.9999917052723301
1bd99decf0d44b2241ef6afdc99694a6	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__uncultured; g__uncultured	0.9999980063303209
b60d0d8f4679e520156472e49c50cd83	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__uncultured	0.9728845414214039
56f53ba94beb61271324dcc7a9657647	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Azospirillales; f__uncultured; g__uncultured; s__uncultured_bacterium	0.974236588034694
