OTU ID	MRC1	MRC2	MRC3	MRC4	MRC5	MRC6	MRC7	MRC_neg	SVERC1	SVERC2	SVERC3	SVERC4	SVERC5	SVERC6	SVERC7	SVERC_neg
OTU_dn_3561	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_763	1	3	7	6	0	0	1	0	0	0	0	0	0	0	0	0
GDLT01000794.39.1686	2	3	2	1	2	2	2	0	0	0	0	0	0	0	0	0
OTU_dn_4374	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
OTU_dn_2705	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
MKRX01000006.343791.345298	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
JF235940.1.1337	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FPLS01001182.11.1473	3	5	19	22	8	20	25	0	1	0	0	0	0	0	0	0
OTU_dn_1772	4	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0
CP006375.5417.6901	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
KM200407.1.1452	4	2	9	4	7	7	3	0	0	0	0	0	0	0	0	0
OTU_dn_6355	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_5308	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF020034.1.1372	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KJ013366.1.1525	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
KM823734.1.1548	2	0	0	0	0	0	0	0	2	2	2	3	0	0	1	0
DQ416793.1.1544	2	1	2	5	2	2	1	0	1	0	6	1	0	1	0	0
AY679161.1.1526	5	13	10	16	7	6	5	11	79	156	209	273	201	255	189	0
EF516028.1.1466	3	12	35	40	3	20	36	0	0	0	1	0	0	0	0	0
OTU_dn_3714	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_2064	2	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0
FPLL01006448.15.1483	1	1	3	4	5	5	4	0	0	0	0	0	0	0	0	0
LN573058.1.1331	3	3	1	0	3	6	1	0	9	8	15	8	9	10	10	0
OTU_dn_2671	1	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0
OTU_dn_1783	2	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0
OTU_dn_2992	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_4046	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BATP01000063.3915.5412	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KF557657.1.1460	2	0	0	0	0	1	0	1	3	9	15	13	13	5	12	0
OTU_dn_90	5	17	33	17	22	9	6	0	0	0	0	0	0	0	0	0
JN032376.1.1402	1	0	5	4	10	9	3	0	0	0	0	0	0	0	0	0
OTU_dn_4200	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBGJ01000072.224.1740	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_3514	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
JN868998.1.1529	5	0	1	0	0	2	0	3	5	18	62	17	24	33	2	0
OTU_dn_1042	2	3	0	1	3	4	1	0	0	0	0	0	0	0	0	0
OTU_dn_3020	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
FM209342.1.1487	5	4	3	1	0	0	2	1	14	12	44	74	49	44	56	0
FPLS01027725.10.1517	4	5	6	7	3	1	5	0	59	6	20	6	7	9	1	0
EU133213.1.1362	3	4	0	3	4	8	7	0	13	7	1	5	5	2	3	0
OTU_dn_443	2	3	10	1	1	0	14	0	0	0	0	0	0	0	0	0
GQ263830.1.1459	6	0	7	0	3	0	0	0	0	2	2	1	11	1	7	0
HQ119202.1.1480	12	7	22	37	14	3	15	0	0	0	0	0	9	0	0	0
OTU_dn_2009	1	0	1	3	1	0	1	0	0	0	0	0	0	0	0	0
OTU_dn_714	4	3	2	6	0	4	0	0	0	0	0	0	0	0	0	0
OTU_dn_1131	4	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0
OTU_dn_157	5	8	19	1	4	15	19	0	1	0	0	0	0	0	0	0
OTU_dn_3560	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_2277	1	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0
OTU_dn_3397	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
OTU_dn_3511	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GQ500757.1.1448	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
FJ534985.1.1464	2	0	0	0	1	1	2	0	3	0	2	1	2	0	4	0
OTU_dn_73	7	12	8	14	7	11	10	0	11	5	4	8	5	11	7	0
OTU_dn_4829	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_3775	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY921702.1.1391	5	11	8	8	2	12	4	2	42	47	27	97	72	89	75	0
OTU_dn_2346	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0
AB672256.1.1457	3	3	6	16	3	9	9	0	0	0	0	0	0	0	0	0
FPLS01043469.19.1533	1	10	14	26	6	17	21	1	15	1	10	21	22	23	17	0
JF178222.1.1298	2	1	2	1	0	0	0	0	0	0	2	0	1	0	2	0
KC554347.1.1541	2	0	2	0	2	2	0	0	14	12	18	23	12	3	18	0
KC329598.1.1481	5	0	0	6	2	0	0	0	0	0	0	0	0	0	3	0
OTU_dn_6295	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_379	5	9	6	10	0	4	1	0	0	0	0	0	0	0	0	0
KU515116.1.1495	10	7	16	4	10	7	4	0	2	0	0	1	0	1	0	0
OTU_dn_1329	2	1	0	4	3	0	1	0	0	0	0	0	0	0	0	0
OTU_dn_750	1	1	6	2	3	3	2	0	0	0	0	0	0	1	0	0
HM007529.1.1495	3	9	10	18	13	5	9	0	1	1	3	1	0	0	0	0
OTU_dn_5136	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KX753049.1.1511	5	11	12	2	1	8	8	0	0	0	0	0	0	0	0	0
OTU_dn_3717	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_dn_4247	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_700	3	3	3	10	1	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_915	1	0	0	5	6	3	0	0	0	0	0	0	0	0	0	0
OTU_dn_5333	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
JN409271.1.1478	1	1	9	0	0	1	0	0	0	0	4	0	1	0	0	0
OTU_dn_5329	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_3440	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
KF515268.1.1509	3	9	11	10	11	6	13	0	3	0	0	3	0	0	0	0
OTU_dn_1267	3	0	0	3	0	3	2	0	0	0	0	0	0	0	0	0
OTU_dn_1268	1	4	3	1	2	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_1214	1	1	2	3	0	3	2	0	0	0	0	0	0	0	0	0
HM153801.1.1459	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
BCTR01000108.239.1708	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
EU135543.1.1399	3	0	3	1	2	2	6	0	0	1	0	0	0	0	0	0
JF833718.1.1482	5	2	4	3	3	2	3	0	0	0	0	0	0	0	0	0
OTU_dn_519	4	0	5	9	2	4	3	0	0	0	0	0	0	0	0	0
AB240252.1.1510	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FPLS01004836.17.1486	1	1	3	4	3	2	1	0	3	17	13	8	18	11	10	0
OTU_dn_4250	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_2290	2	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_3219	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_359	6	7	7	3	1	4	0	0	0	0	6	0	0	0	3	0
OTU_dn_979	1	3	4	4	0	0	2	0	0	0	0	0	0	0	0	0
EF020104.1.1375	4	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0
GQ500801.1.1486	9	7	9	8	3	4	0	1	3	23	18	20	0	5	3	0
OTU_dn_338	3	4	3	13	7	6	3	0	0	0	1	1	0	0	0	0
GQ263714.1.1461	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_6275	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU715295.1.1447	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_3162	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_2199	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_250	10	8	14	9	6	2	1	0	0	0	0	0	1	0	0	0
FPLS01032857.20.1512	1	1	3	1	1	0	1	0	0	0	0	0	0	0	0	0
OTU_dn_1575	1	0	2	4	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_1367	1	2	3	1	1	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_3437	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM445515.1.1349	2	0	3	2	0	0	0	1	11	16	27	9	2	1	0	0
FJ479287.1.1506	1	0	0	6	2	1	1	0	0	0	0	0	0	0	0	0
KM462869.143706.145208	5	6	6	2	1	4	5	0	0	0	6	0	0	0	0	0
HQ598262.1.1507	4	1	4	3	1	2	1	1	2	4	7	2	7	1	0	0
EU665022.1.1460	2	2	0	0	4	3	3	0	0	0	0	0	0	0	2	0
FPLS01008345.13.1518	4	0	0	1	0	0	0	0	5	1	16	0	0	5	0	0
OTU_dn_1335	2	0	3	0	1	0	3	0	2	0	0	0	0	0	0	0
OTU_dn_760	8	0	1	4	2	2	0	1	0	0	0	0	0	0	0	0
KF851219.1.1354	1	11	47	24	25	30	15	0	0	4	0	0	0	1	0	0
OTU_dn_324	2	3	12	7	0	4	12	0	0	0	0	0	0	1	0	0
OTU_dn_168	3	3	7	16	5	2	32	0	1	0	0	0	0	0	0	0
OTU_dn_4900	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AY277529.1.1520	5	2	5	13	21	6	12	0	0	0	0	0	1	0	3	0
OTU_dn_181	4	17	10	18	2	7	8	0	0	0	0	0	0	0	0	0
OTU_dn_2663	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
AB668306.1.1431	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_623	3	9	0	0	3	5	2	0	0	1	0	0	0	0	0	0
KC331316.1.1496	1	0	0	0	0	1	0	0	4	0	0	0	0	1	0	0
OTU_dn_1425	1	4	3	0	2	0	0	0	0	0	0	0	0	0	0	0
FJ479378.1.1506	1	7	8	10	1	0	2	0	2	0	0	0	3	0	0	0
OTU_dn_677	1	0	5	2	4	0	9	0	0	0	0	0	0	0	0	0
KX753095.1.1458	1	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0
EF516060.1.1474	2	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0
FPLL01007586.9.1544	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_3420	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
OTU_dn_1041	2	2	4	2	1	0	3	0	0	0	0	0	0	0	0	0
EU131926.1.1477	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Z95723.1.1545	1	1	6	1	8	8	6	0	0	2	0	0	0	0	0	0
OTU_dn_470	7	10	2	6	0	4	0	0	0	0	0	0	0	0	0	0
OTU_dn_2785	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
EF580963.1.1512	5	8	12	16	10	6	11	0	2	14	3	3	0	8	2	0
EU775579.1.1383	3	0	12	0	10	6	4	0	1	0	0	8	0	8	1	0
OTU_dn_289	7	9	7	5	3	10	5	0	0	0	0	0	0	0	0	0
OTU_dn_1988	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
JX222196.1.1725	8	9	4	4	19	10	6	0	1	5	33	14	18	10	30	0
EF516697.1.1453	1	6	1	2	5	3	5	0	0	0	0	0	0	0	0	0
EU132348.1.1320	6	8	4	3	0	1	1	8	201	203	241	172	229	197	119	0
OTU_dn_4729	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_5555	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ004665.1.1355	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_dn_4049	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_334	4	4	12	6	1	5	7	0	0	0	1	0	0	0	0	0
EF019338.1.1324	1	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0
OTU_dn_316	1	1	9	3	10	9	8	0	0	0	0	0	0	0	0	0
OTU_dn_3353	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_494	3	3	3	9	4	4	2	0	0	0	0	0	0	0	0	0
OTU_dn_1599	2	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_2403	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
OTU_dn_1051	1	1	4	1	1	4	1	0	0	0	0	0	0	0	0	0
OTU_dn_1621	2	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0
AJ748836.1.1529	1	5	1	4	3	7	5	0	0	0	0	0	0	0	0	0
OTU_dn_3695	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_2850	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_4265	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_1490	3	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_2103	1	2	0	3	0	0	1	0	0	0	0	0	0	0	0	0
OTU_dn_4908	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_918	6	2	0	0	0	1	6	0	0	0	0	0	0	0	0	0
FJ444699.1.1510	1	0	1	1	0	0	2	0	8	8	4	2	0	0	4	0
OTU_dn_5199	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_532	5	3	1	8	0	4	5	0	0	0	0	0	0	0	0	0
KP185144.1.1447	2	7	7	7	7	6	2	1	0	0	3	1	0	0	0	0
FR687506.1.1481	3	5	3	1	11	6	6	0	0	0	0	0	0	0	0	0
KY992722.1.1453	3	4	7	8	7	7	3	0	0	0	0	0	0	0	0	0
OTU_dn_3220	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_1148	1	3	1	2	0	2	1	0	1	0	0	0	1	0	0	0
KX752999.1.1502	2	7	2	7	3	1	2	0	4	0	0	0	0	0	0	0
FPLS01001086.18.1555	2	0	0	0	0	0	0	0	4	7	5	0	10	9	8	0
AF152110.1.1509	2	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_dn_245	3	5	12	13	10	3	6	0	0	0	0	0	0	0	0	0
FBXX01000013.1505340.1506877	1	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0
EF516387.1.1468	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF589971.1.1389	3	1	1	5	0	2	2	0	4	0	0	0	0	0	0	0
GQ495419.1.1512	4	0	15	40	17	27	13	0	1	0	0	1	2	0	9	0
OTU_dn_4714	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF174500.1.1504	2	1	1	5	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_3195	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
AY234598.1.1446	1	0	0	0	0	0	0	0	2	0	3	3	2	0	4	0
OTU_dn_4157	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
KJ013358.1.1524	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_4979	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_4713	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY281354.34942.36500	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
OTU_dn_1364	1	0	2	0	0	2	5	0	0	0	0	0	0	0	0	0
OTU_dn_347	3	6	7	4	3	5	10	0	0	0	0	0	0	0	0	0
GU359103.1.1429	11	9	5	13	10	8	4	0	0	0	0	0	0	0	0	0
KC554543.1.1535	3	18	41	67	6	19	15	0	4	0	4	0	2	2	7	0
KC172230.1.1470	2	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_2849	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
FM955877.1.1508	3	1	1	5	2	0	1	0	0	0	4	0	0	0	0	0
OTU_dn_1101	4	2	1	2	1	1	2	0	0	0	0	0	0	0	0	0
OTU_dn_579	4	5	4	7	2	1	1	0	0	0	0	0	0	0	0	0
OTU_dn_498	2	5	1	3	3	4	10	0	0	0	0	0	0	0	0	0
OTU_dn_2081	1	0	1	0	3	2	0	0	0	0	0	0	0	0	0	0
FPLS01019201.16.1524	2	0	4	9	4	3	0	0	0	0	0	0	0	0	0	0
CP009933.5115067.5116567	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AWSZ01000087.17.1506	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KF712561.1.1487	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
JN868906.1.1541	2	0	0	0	0	0	0	0	1	2	11	11	12	2	0	0
JX898158.1.1550	2	4	9	8	4	1	6	0	0	0	0	0	0	0	0	0
OTU_dn_3176	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KJ410575.1.1418	8	6	4	11	10	4	1	0	5	0	0	0	0	0	0	0
JN023433.1.1479	3	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
KX035228.1.1450	2	1	0	2	1	1	2	0	3	0	0	0	0	0	0	0
KP745046.1.1444	1	0	1	0	0	2	0	0	0	0	0	0	0	0	5	0
OTU_dn_4144	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_3544	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JF833466.1.1536	6	8	7	13	14	9	5	1	56	4	0	9	11	10	4	0
AY957942.1.1505	1	0	2	2	0	0	2	0	1	2	5	2	0	1	5	0
OTU_dn_516	3	4	1	6	1	8	4	0	0	0	0	0	0	0	0	0
OTU_dn_742	2	1	2	6	0	1	0	0	7	0	0	0	0	0	0	0
OTU_dn_272	1	2	6	3	7	9	20	0	0	0	0	0	0	0	0	0
FPLS01005434.11.1535	3	13	12	13	6	6	1	0	7	0	0	1	4	1	1	0
OTU_dn_1228	5	3	1	1	0	1	1	0	0	0	0	0	0	0	0	0
EF632748.1.1502	2	2	0	4	0	0	0	0	0	5	6	10	3	3	0	0
EF020110.1.1405	5	0	9	9	1	4	1	0	0	0	0	0	0	0	0	0
FPLS01026751.17.1520	2	0	3	0	2	0	0	0	4	1	4	0	3	2	5	0
OTU_dn_5514	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU132036.1.1387	13	25	19	13	3	8	4	0	0	0	0	0	0	0	0	0
OTU_dn_2252	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ166655.1.1499	1	0	0	1	0	0	0	2	1	1	0	27	5	9	0	0
OTU_dn_746	2	2	3	7	0	1	4	0	0	0	0	0	0	0	0	0
JN038993.1.1510	1	7	0	0	0	0	1	0	33	36	40	27	18	35	23	0
OTU_dn_6267	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_5517	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_1758	2	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_5539	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ598259.1.1508	7	4	3	5	0	1	1	0	9	0	0	1	1	0	3	0
OTU_dn_885	4	0	3	0	1	2	5	0	0	0	0	0	0	0	0	0
FPLL01006926.16.1529	4	7	4	19	2	7	3	1	88	17	28	43	19	36	28	0
OTU_dn_2011	1	0	4	1	0	1	0	0	0	0	0	0	0	0	0	0
DQ345476.1.1519	6	5	1	6	14	3	4	0	0	0	0	0	0	0	0	0
EF515932.1.1434	2	7	5	23	5	25	20	0	0	0	0	0	0	0	0	0
OTU_dn_2355	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0
KC749107.1.1486	1	1	1	5	0	0	2	0	0	2	0	0	0	0	0	0
KX753137.1.1467	3	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0
OTU_dn_2091	1	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0
AF507716.1.1439	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_1269	1	0	0	5	4	1	0	0	0	0	0	0	0	0	0	0
OTU_dn_943	1	0	6	3	1	3	0	0	1	0	0	0	0	0	0	0
OTU_dn_783	1	2	2	2	1	9	0	0	0	0	0	0	0	0	0	0
KJ191909.1.1513	3	3	4	1	3	9	2	0	0	0	0	0	0	0	0	0
OTU_dn_2015	1	1	0	1	0	0	0	0	0	1	0	0	3	0	0	0
OTU_dn_741	3	0	6	4	1	2	3	0	0	0	0	0	0	0	0	0
OTU_dn_5479	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_6273	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU881177.1.1517	1	0	2	0	0	0	0	3	42	95	110	70	43	67	33	0
Y07586.1.1511	1	1	2	7	3	1	2	0	1	10	3	2	0	1	1	0
OTU_dn_1751	5	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
AY512824.1.1489	1	0	1	7	0	3	4	0	0	0	0	0	0	0	0	0
KC331225.1.1499	8	10	8	15	1	2	0	3	42	117	115	81	108	78	39	0
EU133018.1.1351	2	1	0	4	1	0	0	0	18	14	4	5	17	6	5	0
OTU_dn_1433	2	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0
FPLS01013926.21.1524	4	2	4	4	4	7	4	0	11	5	9	2	0	2	0	0
FPLS01059476.20.1510	1	0	0	0	0	1	0	0	0	0	1	2	0	8	0	0
OTU_dn_500	6	6	2	3	7	2	2	0	0	0	0	0	0	0	0	0
HK555829.1.1502	3	0	0	5	5	0	0	0	0	0	0	3	6	3	2	0
JQ978588.1.1503	1	4	4	5	0	3	1	0	1	10	7	2	0	3	0	0
KY190618.1.1478	2	1	3	0	0	0	2	0	5	4	2	5	2	1	3	0
OTU_dn_1265	1	0	2	3	0	4	1	0	0	0	0	0	0	0	0	0
FM209323.1.1503	1	2	1	7	0	7	2	1	57	23	80	141	102	140	132	0
KT933252.1.1574	1	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0
GQ140341.1.1486	1	0	5	0	1	7	2	0	0	3	6	6	18	12	28	0
GQ500733.1.1500	1	6	3	7	0	0	0	2	73	67	211	131	102	88	68	0
Z95731.1.1547	3	0	1	1	4	0	1	0	4	0	0	0	4	0	1	0
EU449740.1.1443	3	1	0	1	2	1	1	0	0	0	0	0	0	0	1	0
FPLS01027059.10.1473	3	1	3	2	3	3	0	0	0	0	0	0	0	0	0	0
OTU_dn_69	7	7	23	21	15	23	28	0	0	0	0	0	0	0	0	0
OTU_dn_1231	2	2	3	1	2	1	0	0	0	0	0	0	1	0	0	0
DQ248295.1.1465	6	1	3	0	0	0	0	0	0	0	0	0	1	0	1	0
OTU_dn_413	1	2	6	8	8	5	3	0	0	0	0	0	0	0	0	0
OTU_dn_81	1	1	0	1	0	10	1	0	0	0	69	3	4	6	20	0
OTU_dn_565	2	1	3	6	0	4	9	0	0	0	0	0	0	0	0	0
HQ121051.1.1516	2	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_1075	2	2	0	6	1	0	2	0	0	0	0	0	0	0	0	0
OTU_dn_3881	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_1812	1	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0
OTU_dn_4435	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ625379.1.1481	1	0	1	6	2	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_1348	3	0	2	1	0	1	3	0	0	0	0	0	0	0	0	0
HM459608.1.1411	1	1	2	2	0	2	5	0	0	0	0	0	0	0	0	0
AY682207.1.1495	2	3	1	7	5	6	0	0	1	5	19	5	3	2	0	0
OTU_dn_1887	1	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0
FPLS01049093.12.1515	1	1	1	0	0	2	1	0	5	1	2	7	3	0	2	0
OTU_dn_4555	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_3132	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_683	1	0	1	0	0	0	0	0	0	5	8	0	6	0	0	0
OTU_dn_53	3	13	18	27	10	49	22	0	0	0	0	0	0	1	0	0
OTU_dn_1737	2	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0
AB696316.1.1373	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_588	1	1	4	4	3	3	8	0	0	0	0	0	0	0	0	0
JQ977430.1.1402	2	8	4	10	4	3	3	0	2	0	0	4	0	0	0	0
OTU_dn_3705	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_733	4	6	8	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_6494	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY212560.1.1515	5	13	20	20	9	13	4	0	0	0	0	0	0	0	0	0
CP003178.1184433.1185950	1	2	3	10	5	3	10	0	0	0	0	0	9	0	2	0
HG970686.1.1386	1	8	6	4	4	3	6	1	0	2	5	1	0	2	6	0
OTU_dn_5544	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_2351	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_2375	1	1	0	0	0	2	0	0	0	0	0	0	2	0	0	0
OTU_dn_397	2	3	7	6	5	4	7	0	0	0	0	0	0	0	0	0
JF429003.1.1471	2	4	2	3	2	8	6	0	8	1	13	12	6	6	2	0
EU134532.1.1380	2	1	4	3	10	5	3	0	0	0	1	5	0	0	1	0
OTU_dn_1806	3	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0
KJ722495.1.1478	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AB806242.1.1450	1	1	1	2	0	1	2	0	0	0	0	0	0	0	0	0
OTU_dn_1150	3	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_2474	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0
OTU_dn_1084	1	4	2	0	0	4	2	0	0	0	0	0	0	0	0	0
OTU_dn_247	4	3	0	21	4	19	1	0	0	0	0	0	0	0	0	0
JQ426263.1.1479	1	2	3	2	3	2	0	0	0	1	0	0	3	0	0	0
OTU_dn_1864	2	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0
OTU_dn_537	3	5	2	4	3	3	4	0	2	0	0	0	0	0	0	0
HM445130.1.1362	1	0	0	0	0	0	0	0	3	4	12	4	1	15	0	0
KC331260.1.1515	1	1	2	4	1	11	0	1	0	3	4	2	9	0	0	0
OTU_dn_701	1	0	6	5	6	1	1	0	0	0	0	0	0	0	0	0
HQ190315.1.1534	3	1	5	3	0	2	2	0	7	3	0	0	0	7	1	0
FQ659098.1.1373	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_2295	1	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0
HE974771.1.1516	3	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0
