OTU ID	MRC1	MRC2	MRC3	MRC4	MRC5	MRC6	MRC7	MRC_neg	SVERC1	SVERC2	SVERC3	SVERC4	SVERC5	SVERC6	SVERC7	SVERC_neg
OTU_dn_4791	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_5391	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_5141	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
HM780086.1.1466	0	0	0	0	1	0	0	0	4	0	0	3	0	0	0	0
FPLL01001367.11.1474	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_3196	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
OTU_dn_4753	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
EU132008.1.1369	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_3023	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0
HQ597897.1.1507	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_6615	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_4401	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
KU870760.1.1600	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_3601	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
JX523931.1.1256	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_5318	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
OTU_dn_3380	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0
OTU_dn_3480	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0
OTU_dn_4066	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
OTU_dn_5330	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_4549	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
JF046803.1.1346	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_4811	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_5151	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
KC172368.1.1483	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
KY886974.1.1503	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
KY190534.1.1445	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0
OTU_dn_2582	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0
EU158334.1.1463	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
EU432170.1.1461	0	0	0	0	2	0	2	0	0	0	0	0	8	1	3	0
GQ120654.1.1491	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_4475	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
KM359703.1.1512	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0
KX762318.1.1446	0	0	0	0	1	0	0	1	9	15	8	17	15	0	3	0
EU133104.1.1374	0	0	0	0	1	0	0	1	89	73	85	69	35	36	35	0
ARMF01000004.652094.653575	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
FPLS01030389.20.1513	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
AB240233.1.1440	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
JN806384.1.1516	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_3958	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
OTU_dn_5792	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
OTU_dn_5673	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
OTU_dn_2462	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0
OTU_dn_3952	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
KF066247.1.1387	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AB753970.1.1468	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FJ478897.1.1521	0	0	0	0	1	0	1	0	18	21	13	18	12	9	1	0
OTU_dn_6459	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
OTU_dn_20	0	0	0	0	1	0	0	1	60	28	32	31	19	33	30	0
OTU_dn_4664	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
OTU_dn_4920	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
AY328609.1.1531	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
KP744011.1.1390	0	0	0	0	1	0	1	0	0	0	3	1	1	0	0	0
OTU_dn_5925	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
HQ011554.1.1230	0	0	0	0	1	0	0	0	7	3	10	5	1	1	4	1
OTU_dn_3877	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
KX255019.1.1404	0	0	0	0	1	0	1	0	2	0	2	1	0	4	3	0
OTU_dn_4653	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
OTU_dn_5086	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
CP012623.2800921.2802433	0	0	0	0	1	1	0	0	3	0	0	16	3	16	16	0
FUFK010053222.2479.3996	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
EF492967.1.1481	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_4788	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
OTU_dn_3743	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_5116	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_4643	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
OTU_dn_4529	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
OTU_dn_4960	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
AB428571.98.1656	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_6435	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
OTU_dn_2066	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0
OTU_dn_2576	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0
OTU_dn_4487	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_3082	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0
KM200428.1.1514	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_dn_3032	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0
OTU_dn_2438	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
KT719831.1.1408	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_2598	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
OTU_dn_1586	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
HQ120071.1.1501	0	0	0	0	0	3	0	1	0	0	14	9	0	4	0	0
AB597542.1.1544	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_dn_2276	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0
OTU_dn_5528	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_5361	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
KC554503.1.1517	0	0	0	0	0	10	0	0	0	0	6	2	3	5	5	0
JX133459.1.1463	0	0	0	0	0	12	0	0	4	0	1	2	2	0	1	0
JQ711699.1.1511	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
KC331420.1.1448	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_dn_6437	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
FPLS01048870.11.1513	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_4724	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
EF020160.1.1384	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
JX489965.1.1500	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
CU924890.2.1313	0	0	0	0	0	1	0	0	0	0	11	0	0	3	0	0
OTU_dn_4282	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
GQ889467.1.1383	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
EF019723.1.1331	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FPLS01001317.12.1516	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_dn_3701	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_dn_3374	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
OTU_dn_5730	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_3600	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
HM445101.1.1316	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_dn_4668	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_3241	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
JX222679.1.1496	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_dn_6475	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_3648	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
KF064842.1.1346	0	0	0	0	0	3	0	0	0	0	0	0	0	0	8	0
OTU_dn_2726	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0
OTU_dn_1897	0	0	0	0	0	3	1	0	0	0	0	0	3	0	0	0
OTU_dn_5891	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_4517	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
JF833832.1.1430	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
EF125955.1.1493	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
OTU_dn_4988	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_3311	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
OTU_dn_5890	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GQ263409.1.1437	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_dn_4730	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
OTU_dn_6551	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_4377	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
EF516948.1.1265	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_dn_2524	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
OTU_dn_3744	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
OTU_dn_3595	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_dn_4672	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
OTU_dn_4955	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
FM213074.1.1519	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
OTU_dn_3651	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
OTU_dn_446	0	0	0	0	0	5	0	0	3	0	14	4	0	5	0	0
OTU_dn_2327	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
OTU_dn_3649	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_dn_3949	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
KC682939.1.1482	0	0	0	0	0	2	0	1	1	12	5	5	1	30	5	0
OTU_dn_6607	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_3946	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_dn_3527	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
OTU_dn_2465	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0
FJ936935.1.1508	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FPLS01020304.13.1515	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0
OTU_dn_2965	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
OTU_dn_3419	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
OTU_dn_2586	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0
EU158340.1.1455	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_5444	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_6457	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_5029	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_5738	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
HQ111163.1.1491	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0
OTU_dn_462	0	0	0	0	0	23	0	0	7	0	0	0	0	0	0	0
OTU_dn_3741	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_dn_2528	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
OTU_dn_2038	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
OTU_dn_6536	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_5027	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_3273	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
OTU_dn_3279	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
OTU_dn_4479	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
OTU_dn_1130	0	0	0	0	0	10	0	0	0	0	0	0	0	0	3	0
OTU_dn_3731	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_dn_5383	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_3071	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
OTU_dn_2798	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0
JQ798430.1.1449	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_dn_5456	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
EU589314.1.1511	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_dn_5182	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
JF776927.1.1442	0	0	0	0	0	1	0	1	18	23	30	41	36	35	23	0
OTU_dn_1910	0	0	0	0	0	1	0	0	0	0	0	3	2	0	1	0
OTU_dn_6537	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
DQ378239.1.1479	0	0	0	0	0	6	0	0	0	0	0	0	0	4	8	0
OTU_dn_2133	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0
OTU_dn_4441	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
KF836153.1.1477	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
OTU_dn_3641	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_dn_4444	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_dn_3640	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
AB240251.1.1497	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_dn_3836	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
OTU_dn_3550	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_dn_5545	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_6461	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_1227	0	0	0	0	0	2	0	0	1	0	1	2	4	0	2	0
OTU_dn_4681	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_6451	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_6455	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
OTU_dn_4558	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
OTU_dn_6545	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_5064	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_6409	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_5870	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
OTU_dn_5523	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_2155	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0
OTU_dn_6452	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_5313	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_6603	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_4717	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_2526	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0
OTU_dn_5161	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
OTU_dn_5203	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_5878	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
OTU_dn_5354	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_5764	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
OTU_dn_2061	0	0	0	0	0	1	1	0	1	0	1	1	1	1	0	0
OTU_dn_6032	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_5947	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_6331	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_4451	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
OTU_dn_6533	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_5943	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
OTU_dn_5401	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_6605	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_5402	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_6613	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_4848	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_5763	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
OTU_dn_6424	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_6261	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_6248	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GQ889477.1.1385	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_dn_5336	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_6474	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_5364	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_6425	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_5291	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_4442	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0
OTU_dn_3039	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
OTU_dn_2505	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0
OTU_dn_5902	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_4289	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
OTU_dn_2918	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
OTU_dn_4087	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0
OTU_dn_5173	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_6499	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_5880	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_6598	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_5934	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_6597	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_5388	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
HQ462480.1.1309	0	0	0	0	0	3	0	0	0	0	0	1	2	3	0	0
OTU_dn_5933	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_5396	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_5930	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_6514	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_5109	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
KC569837.1.1288	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0
OTU_dn_3782	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_dn_4886	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_4258	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_dn_6415	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_6501	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_6400	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_6399	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_4215	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
OTU_dn_5351	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_6406	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_6482	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_5164	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_6187	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_3259	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0
OTU_dn_5720	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
FOCF01000004.291.1782	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
OTU_dn_5726	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_5297	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_3832	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
EU979086.1.1524	0	0	0	0	0	1	0	9	177	276	385	346	203	301	167	0
OTU_dn_6507	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
OTU_dn_6600	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
JQ769556.1.1523	0	0	0	0	0	3	0	0	5	4	2	2	0	0	2	0
FPCK01000005.156.1643	0	0	0	0	0	6	0	1	0	0	18	5	4	6	21	0
EF019792.1.1327	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0
OTU_dn_3821	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
OTU_dn_5326	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_4145	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
KX990225.1.1352	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_dn_1924	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0
OTU_dn_3986	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
OTU_dn_2999	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
AF469072.1.1478	0	0	0	0	0	2	2	0	0	0	0	0	0	0	9	0
OTU_dn_4439	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_dn_4313	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_dn_6422	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_5719	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_6546	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
OTU_dn_6570	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
OTU_dn_6565	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_3853	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
FM200895.1.1332	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_dn_5366	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_6298	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
JX898169.1.1549	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
OTU_dn_3460	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
OTU_dn_5940	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_3295	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
OTU_dn_3822	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_dn_6517	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_3009	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
OTU_dn_4430	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
DQ129561.1.1455	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_6427	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_6522	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_3794	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
KP101281.1.1443	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0
OTU_dn_3852	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_dn_5741	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_5129	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_6443	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
OTU_dn_6360	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_5169	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
OTU_dn_5971	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_4942	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
FPLS01006511.11.1472	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0
OTU_dn_3100	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0
FPLM01007852.10.1473	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AB819482.1.1531	0	0	0	0	0	5	0	0	15	1	0	9	9	3	7	0
OTU_dn_3280	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0
OTU_dn_4112	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
EF067859.1.1420	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EU881323.1.1504	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
KC331234.1.1499	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
OTU_dn_6526	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
OTU_dn_6429	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_6318	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_5899	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
FPLM01006046.11.1493	0	0	0	0	0	2	0	0	0	3	4	0	0	1	3	0
OTU_dn_4262	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
FPLS01007460.13.1516	0	0	0	0	0	1	0	0	17	45	58	36	11	32	21	0
